"postCode","actUseTypTxt","count"
"530632","4-room","32"
"530631","3-room","111"
"530631","5-room","1"
"530630","4-room","78"
"530630","5-room","42"
"530629","3-room","66"
"530629","4-room","66"
"530628","Executive","76"
"530627","4-room","88"
"530627","5-room","60"
"530626","3-room","68"
"530626","4-room","68"
"530625","3-room","22"
"530625","4-room","8"
"530625","5-room","1"
"530624","4-room","54"
"530624","5-room","42"
"530623","3-room","132"
"530622","Executive","24"
"530621","Executive","24"
"530620","3-room","121"
"530619","3-room","128"
"530619","5-room","2"
"530618","4-room","24"
"530617","3-room","68"
"530617","4-room","68"
"530616","4-room","88"
"530616","5-room","60"
"530615","Executive","72"
"530614","4-room","110"
"530613","4-room","110"
"530612","4-room","28"
"530612","5-room","12"
"530611","4-room","114"
"530610","5-room","72"
"530609","Executive","20"
"530608","4-room","32"
"530607","4-room","64"
"530607","5-room","28"
"530606","4-room","96"
"530605","4-room","110"
"530604","4-room","16"
"530603","4-room","108"
"530602","4-room","96"
"530601","4-room","60"
"530601","5-room","40"
"530582","Studio Apartment","91"
"530582","2-room","57"
"530581","Studio Apartment","86"
"530581","2-room","58"
"530580","4-room","67"
"530580","5-room","45"
"530579","Executive","66"
"530578","Executive","66"
"530577","Executive","66"
"530576","4-room","62"
"530576","5-room","45"
"530575","4-room","62"
"530575","5-room","45"
"530574","4-room","58"
"530574","5-room","48"
"530573","4-room","58"
"530573","5-room","48"
"530572","4-room","54"
"530572","5-room","45"
"530571","4-room","60"
"530571","5-room","45"
"530570","4-room","60"
"530570","5-room","45"
"530569","4-room","58"
"530569","5-room","48"
"530568","4-room","54"
"530568","5-room","45"
"530567","4-room","54"
"530567","5-room","45"
"530566","4-room","61"
"530566","5-room","22"
"530565","4-room","61"
"530565","5-room","22"
"530564","Executive","56"
"530563","Executive","56"
"530562","Executive","60"
"530561","Executive","10"
"530560","Executive","56"
"530559","Executive","56"
"530558","Executive","50"
"530557","4-room","96"
"530556","4-room","100"
"530555","4-room","81"
"530555","5-room","9"
"530554","4-room","70"
"530554","5-room","17"
"530553","4-room","48"
"530553","5-room","40"
"530552","4-room","48"
"530552","5-room","40"
"530551","4-room","92"
"530550","4-room","76"
"530549","4-room","64"
"530549","5-room","8"
"530548","4-room","108"
"530547","4-room","80"
"530546","4-room","52"
"530546","5-room","18"
"530545","Executive","8"
"530544","4-room","78"
"530543","4-room","32"
"530542","4-room","81"
"530542","5-room","18"
"530541","4-room","70"
"530541","5-room","40"
"530540","4-room","70"
"530540","5-room","40"
"530539","Executive","60"
"530538","Executive","66"
"530537","4-room","69"
"530536","4-room","66"
"530535","4-room","102"
"530534","4-room","90"
"530533","Executive","120"
"530532","4-room","62"
"530532","5-room","32"
"530531","4-room","62"
"530531","5-room","32"
"530530","3-room","8"
"530530","4-room","8"
"530529","3-room","66"
"530529","4-room","44"
"530528","3-room","66"
"530528","4-room","44"
"530527","4-room","88"
"530527","5-room","60"
"530526","4-room","88"
"530526","5-room","60"
"530525","4-room","40"
"530525","5-room","24"
"530524","3-room","66"
"530524","4-room","44"
"530523","3-room","66"
"530523","4-room","44"
"530522","Executive","120"
"530521","4-room","78"
"530521","5-room","58"
"530520","3-room","40"
"530520","4-room","24"
"530517","3-room","16"
"530517","4-room","8"
"530516","4-room","114"
"530515","4-room","114"
"530514","3-room","8"
"530514","4-room","8"
"530513","4-room","74"
"530513","5-room","40"
"530512","4-room","101"
"530512","5-room","60"
"530511","3-room","96"
"530511","4-room","48"
"530510","4-room","24"
"530509","4-room","48"
"530508","Executive","84"
"530507","4-room","110"
"530506","4-room","114"
"530505","3-room","8"
"530505","4-room","8"
"530504","4-room","62"
"530504","5-room","32"
"530503","4-room","62"
"530503","5-room","32"
"530502","4-room","62"
"530502","5-room","32"
"530501","3-room","90"
"530501","4-room","54"
"530501","5-room","1"
"530468","4-room","33"
"530468","5-room","45"
"530467","4-room","39"
"530467","5-room","39"
"530466","5-room","78"
"530465","4-room","27"
"530465","5-room","66"
"530464","4-room","57"
"530464","5-room","40"
"530463","4-room","48"
"530463","5-room","30"
"530462","4-room","30"
"530462","5-room","45"
"530461","4-room","12"
"530461","5-room","56"
"530460","4-room","12"
"530460","5-room","56"
"530458","4-room","80"
"530457","4-room","72"
"530456","4-room","72"
"530456","5-room","12"
"530455","Executive","60"
"530454","Executive","28"
"530453","4-room","72"
"530452","4-room","64"
"530452","5-room","8"
"530451","4-room","72"
"530450","4-room","40"
"530450","5-room","8"
"530449","Executive","60"
"530448","4-room","72"
"530447","4-room","40"
"530447","5-room","8"
"530446","Executive","72"
"530445","4-room","96"
"530444","4-room","80"
"530443","4-room","17"
"530443","5-room","34"
"530442","4-room","5"
"530442","5-room","3"
"530441","Executive","12"
"530440","4-room","52"
"530440","5-room","34"
"530439","4-room","66"
"530439","5-room","30"
"530438","4-room","32"
"530437","4-room","72"
"530437","5-room","12"
"530436","4-room","72"
"530436","5-room","12"
"530435","4-room","120"
"530434","4-room","84"
"530434","5-room","24"
"530433","4-room","72"
"530433","5-room","24"
"530432","4-room","45"
"530432","5-room","18"
"530431","Executive","14"
"530430","Executive","44"
"530429","Executive","28"
"530428","Executive","44"
"530427","Executive","26"
"530426","4-room","45"
"530426","5-room","18"
"530425","4-room","57"
"530425","5-room","21"
"530424","4-room","93"
"530424","5-room","21"
"530423","4-room","72"
"530423","5-room","18"
"530422","4-room","81"
"530422","5-room","18"
"530421","4-room","60"
"530421","5-room","24"
"530420","4-room","96"
"530420","5-room","24"
"530419","4-room","72"
"530419","5-room","24"
"530418","4-room","72"
"530418","5-room","24"
"530417","4-room","84"
"530417","5-room","24"
"530416","4-room","16"
"530416","5-room","80"
"530415","3-room","72"
"530415","4-room","36"
"530414","4-room","96"
"530413","4-room","96"
"530412","3-room","24"
"530412","4-room","16"
"530411","4-room","96"
"530410","3-room","24"
"530410","4-room","16"
"530409","4-room","18"
"530409","5-room","78"
"530408","4-room","24"
"530408","5-room","96"
"530407","Executive","84"
"530406","4-room","96"
"530405","4-room","96"
"530404","3-room","24"
"530404","4-room","16"
"530403","3-room","24"
"530403","4-room","16"
"530402","4-room","96"
"530401","3-room","91"
"530401","4-room","23"
"530375","Executive","68"
"530374","Executive","68"
"530373","4-room","60"
"530373","5-room","66"
"530373","Executive","2"
"530372","4-room","60"
"530372","5-room","66"
"530372","Executive","2"
"530371","4-room","60"
"530371","5-room","66"
"530371","Executive","2"
"530370","4-room","70"
"530370","5-room","15"
"530363","4-room","54"
"530363","5-room","60"
"530362","5-room","60"
"530361","4-room","64"
"530361","5-room","42"
"530360","5-room","52"
"530359","4-room","11"
"530359","5-room","9"
"530358","Executive","60"
"530357","Executive","82"
"530356","3-room","20"
"530356","4-room","4"
"530355","3-room","16"
"530355","4-room","32"
"530354","4-room","96"
"530353","Executive","8"
"530352","4-room","96"
"530351","4-room","18"
"530351","5-room","78"
"530349","HUDC                          ","1"
"530341","4-room","120"
"530340","3-room","16"
"530340","4-room","32"
"530339","4-room","18"
"530339","5-room","78"
"530338","Executive","8"
"530337","4-room","120"
"530336","4-room","120"
"530335","3-room","8"
"530335","4-room","4"
"530334","4-room","120"
"530333","3-room","16"
"530333","4-room","8"
"530332","4-room","120"
"530328","3-room","118"
"530328","4-room","72"
"530328","5-room","1"
"530327","3-room","129"
"530327","4-room","45"
"530327","5-room","2"
"530327","Executive","1"
"530326","4-room","110"
"530325","4-room","16"
"530325","5-room","84"
"530324","4-room","120"
"530323","3-room","8"
"530323","4-room","8"
"530322","3-room","91"
"530322","4-room","45"
"530321","3-room","100"
"530321","4-room","60"
"530320","4-room","24"
"530320","5-room","116"
"530319","3-room","60"
"530319","4-room","60"
"530318","3-room","16"
"530318","4-room","8"
"530317","3-room","80"
"530317","4-room","40"
"530316","1-room","10"
"530316","2-room","20"
"530316","3-room","105"
"530315","3-room","12"
"530315","4-room","6"
"530314","4-room","105"
"530313","1-room","24"
"530313","2-room","48"
"530313","3-room","108"
"530312","5-room","20"
"530311","3-room","86"
"530311","4-room","19"
"530310","4-room","30"
"530310","5-room","114"
"530309","3-room","89"
"530309","4-room","23"
"530309","Executive","1"
"530308","3-room","110"
"530308","4-room","66"
"530308","5-room","2"
"530307","3-room","92"
"530307","4-room","24"
"530307","5-room","1"
"530307","Executive","1"
"530306","4-room","16"
"530306","5-room","94"
"530305","3-room","14"
"530305","4-room","8"
"530305","Executive","1"
"530304","3-room","112"
"530304","4-room","66"
"530304","Executive","1"
"530303","3-room","24"
"530303","4-room","8"
"530302","4-room","36"
"530302","5-room","132"
"530301","3-room","72"
"530301","4-room","48"
"530254","3-room","24"
"530254","4-room","16"
"530253","4-room","96"
"530252","3-room","115"
"530252","4-room","67"
"530251","4-room","18"
"530251","5-room","78"
"530250","3-room","16"
"530250","4-room","8"
"530249","4-room","18"
"530249","5-room","78"
"530248","3-room","113"
"530248","4-room","67"
"530248","5-room","1"
"530247","3-room","111"
"530247","4-room","22"
"530246","3-room","14"
"530246","4-room","5"
"530245","4-room","12"
"530245","5-room","72"
"530244","3-room","91"
"530244","4-room","69"
"530243","3-room","16"
"530243","4-room","8"
"530242","3-room","115"
"530242","4-room","67"
"530241","3-room","100"
"530241","4-room","58"
"530240","3-room","56"
"530240","4-room","56"
"530239","4-room","121"
"530239","5-room","12"
"530238","4-room","22"
"530238","5-room","94"
"530237","Executive","125"
"530236","4-room","96"
"530235","Executive","28"
"530234","4-room","48"
"530234","5-room","42"
"530233","4-room","8"
"530233","5-room","20"
"530232","4-room","124"
"530231","4-room","22"
"530231","5-room","80"
"530230","4-room","40"
"530230","5-room","45"
"530222","Executive","72"
"530221","Executive","86"
"530220","4-room","92"
"530211","3-room","34"
"530210","3-room","55"
"530210","4-room","2"
"530210","Executive","1"
"530201","3-room","16"
"530173","4-room","65"
"530173","5-room","26"
"530172","4-room","90"
"530172","5-room","24"
"530171","4-room","39"
"530171","5-room","52"
"530170","4-room","39"
"530170","5-room","52"
"530169","4-room","97"
"530169","5-room","26"
"530168","4-room","70"
"530168","5-room","28"
"530167","4-room","93"
"530167","5-room","52"
"530166","4-room","93"
"530166","5-room","52"
"530165","4-room","132"
"530161","4-room","115"
"530161","5-room","34"
"530160","4-room","36"
"530160","5-room","44"
"530159","4-room","78"
"530159","5-room","26"
"530158","4-room","75"
"530158","5-room","28"
"530157","Executive","12"
"530156","4-room","12"
"530156","5-room","68"
"530155","4-room","96"
"530154","3-room","103"
"530154","4-room","41"
"530145","Executive","80"
"530144","Executive","80"
"530143","4-room","84"
"530143","5-room","12"
"530142","3-room","8"
"530142","4-room","108"
"530142","5-room","12"
"530141","Executive","80"
"530140","4-room","18"
"530140","5-room","78"
"530139","4-room","72"
"530139","5-room","24"
"530138","4-room","96"
"530138","5-room","24"
"530137","4-room","124"
"530137","5-room","8"
"530136","5-room","8"
"530135","3-room","14"
"530135","4-room","112"
"530135","5-room","68"
"530134","4-room","103"
"530133","4-room","130"
"530133","5-room","8"
"530132","Executive","84"
"530131","5-room","8"
"530130","4-room","104"
"530129","3-room","15"
"530129","4-room","115"
"530129","5-room","68"
"530128","Executive","84"
"530127","3-room","21"
"530127","4-room","3"
"530126","3-room","119"
"530126","4-room","7"
"530126","5-room","1"
"530125","3-room","132"
"530125","4-room","22"
"530124","3-room","117"
"530124","4-room","20"
"530124","Executive","2"
"530123","3-room","109"
"530123","4-room","18"
"530122","3-room","9"
"530122","4-room","9"
"530122","5-room","32"
"530121","3-room","21"
"530121","4-room","2"
"530120","3-room","9"
"530120","4-room","9"
"530120","5-room","16"
"530119","3-room","98"
"530119","4-room","20"
"530119","Executive","1"
"530118","3-room","15"
"530117","3-room","18"
"530116","3-room","116"
"530116","4-room","24"
"530116","Executive","2"
"530115","3-room","128"
"530115","4-room","22"
"530115","5-room","1"
"530115","Executive","1"
"530114","3-room","116"
"530114","4-room","32"
"530114","Executive","1"
"530113","3-room","110"
"530113","4-room","38"
"530112","3-room","96"
"530112","4-room","20"
"530112","5-room","2"
"530111","3-room","9"
"530111","4-room","9"
"530111","5-room","24"
"530110","3-room","117"
"530110","4-room","17"
"530110","5-room","1"
"530109","3-room","103"
"530109","4-room","19"
"530109","Executive","1"
"530108","3-room","66"
"530108","4-room","4"
"530106","3-room","42"
"530106","4-room","9"
"530104","3-room","8"
"530103","4-room","30"
"530103","5-room","51"
"530102","3-room","19"
"530102","4-room","71"
"530101","4-room","108"
"530025","2-room","247"
"530024","3-room","180"
"530024","4-room","26"
"530024","Executive","1"
"530023","3-room","172"
"530023","4-room","22"
"530023","5-room","1"
"530023","Executive","1"
"530022","3-room","110"
"530022","4-room","22"
"530021","3-room","106"
"530021","4-room","22"
"530021","5-room","1"
"530021","Executive","1"
"530020","3-room","110"
"530020","4-room","22"
"530019","3-room","110"
"530019","4-room","22"
"530018","4-room","132"
"530017","3-room","110"
"530017","4-room","22"
"530016","5-room","76"
"530015","4-room","180"
"530007","3-room","30"
"530006","3-room","42"
"530005","3-room","124"
"530005","5-room","3"
"530002","3-room","232"
"530002","5-room","4"
"530001","3-room","200"
"530001","5-room","4"
"529498","4-room","28"
"529498","5-room","28"
"529498","Executive","14"
"529494","3-room","22"
"529494","4-room","44"
"529494","5-room","44"
"529230","Executive","44"
"528842","4-room","61"
"528842","5-room","71"
"528498","4-room","30"
"528498","5-room","28"
"528498","Executive","14"
"528494","4-room","55"
"528494","5-room","55"
"528230","Executive","44"
"527842","4-room","79"
"527842","5-room","56"
"527498","4-room","30"
"527498","5-room","28"
"527498","Executive","14"
"527497","5-room","14"
"527497","Executive","43"
"527494","3-room","55"
"527494","4-room","55"
"527492","3-room","77"
"527492","4-room","44"
"527491","5-room","72"
"527450","4-room","40"
"527450","5-room","40"
"527230","Executive","55"
"527201","3-room","65"
"527201","5-room","1"
"526856","Executive","78"
"526842","4-room","26"
"526842","5-room","43"
"526498","4-room","32"
"526498","5-room","28"
"526498","Executive","14"
"526497","4-room","62"
"526497","5-room","36"
"526496","4-room","24"
"526496","5-room","72"
"526492","1-room","132"
"526492","2-room","66"
"526491","5-room","72"
"526450","4-room","20"
"526450","5-room","40"
"526230","4-room","24"
"526230","5-room","66"
"525856","Executive","76"
"525842","4-room","26"
"525842","5-room","56"
"525498","4-room","32"
"525498","5-room","28"
"525498","Executive","14"
"525497","4-room","62"
"525497","5-room","36"
"525496","4-room","36"
"525496","5-room","48"
"525495","Executive","60"
"525494","Studio Apartment","76"
"525494","2-room","16"
